,adoc,feedrate,ff,fn,fa,
Prediction,1.4450000524520874,0.2800000011920929,202.56288146972656,830.0228881835938,635.5592651367188,
Per Dev,1.4450000524520874,0.2800000011920929,0.2643582224845886,0.25112366676330566,0.4598841965198517,
,
Actual,1.777999997138977,0.2800000011920929,262.7777404785156,999.461181640625,702.4540405273438,
Prediction,1.777999997138977,0.2800000011920929,262.62371826171875,1000.6213989257812,702.5364379882812,
Per Dev,1.777999997138977,0.2800000011920929,0.058613114058971405,0.1160842701792717,0.011729942634701729,
,
Actual,1.819000005722046,0.2800000011920929,270.6646728515625,1020.2667236328125,710.1401977539062,
Prediction,1.819000005722046,0.2800000011920929,270.47308349609375,1020.8659057617188,710.0810546875,
Per Dev,1.819000005722046,0.2800000011920929,0.07078476250171661,0.058727990835905075,0.008328364230692387,
,

Mean,,,0.23065540194511414,0.17681798338890076,0.2317473292350769
95th percentile,,,0.6970546245574951,0.6407157778739929,0.7299228310585022
99th percentile,,,1.298027753829956,0.6977896690368652,0.7454282641410828
Worst,,,1.298027753829956,0.6977896690368652,0.7454282641410828,
