387.5604553222656,
67.8945083618164,
35.2305908203125,
23.724502563476562,
19.317066192626953,
16.997421264648438,
17.639907836914062,
22.09703826904297,
15.562440872192383,
17.926393508911133,
13.232720375061035,
13.037797927856445,
12.852457046508789,
12.664511680603027,
12.462285041809082,
12.229323387145996,
11.941038131713867,
11.553049087524414,
11.112388610839844,
10.150826454162598,
9.503767967224121,
8.620853424072266,
7.388940811157227,
5.673553943634033,
3.6098837852478027,
1.9654182195663452,
1.239486575126648,
1.0424704551696777,
0.7867562174797058,
0.6830859780311584,
0.6452630162239075,
0.6126235723495483,
0.5828185677528381,
0.554900050163269,
0.5294978618621826,
0.5064299702644348,
0.4848156273365021,
0.4646386206150055,
0.44575124979019165,
0.4281516671180725,
0.4124634265899658,
0.3979746699333191,
0.3845852017402649,
0.37224066257476807,
0.3608923852443695,
0.4360204041004181,
0.33763396739959717,
0.32796746492385864,
0.31909647583961487,
0.370499849319458,
0.30696019530296326,
0.3027336895465851,
0.2980502247810364,
0.29234451055526733,
0.28746744990348816,
0.2828258275985718,
0.2784721553325653,
0.2734866440296173,
0.2668308615684509,
0.26199251413345337,
0.2577327787876129,
0.2536110281944275,
0.24943530559539795,
0.24566049873828888,
0.24226318299770355,
0.30689382553100586,
0.23571506142616272,
0.2336449772119522,
0.22964785993099213,
0.22773495316505432,
0.22477738559246063,
0.22253526747226715,
0.22059467434883118,
0.2187461405992508,
0.22093258798122406,
0.22583872079849243,
0.21340733766555786,
0.213309183716774,
0.3148573338985443,
0.20869052410125732,
0.20803037285804749,
0.20604991912841797,
0.2051694393157959,
0.20984651148319244,
0.21189558506011963,
0.20141664147377014,
0.20036596059799194,
0.20060309767723083,
0.19805485010147095,
0.1969451904296875,
0.19618861377239227,
0.19494090974330902,
0.37331265211105347,
0.19307488203048706,
0.1940988004207611,
0.1913500875234604,
0.19073788821697235,
0.18975502252578735,
0.19116292893886566,
0.1914694756269455,
