213.41458129882812,
58.2774772644043,
35.588623046875,
20.582326889038086,
47.64081954956055,
13.861894607543945,
13.329390525817871,
13.30238151550293,
13.342195510864258,
17.203523635864258,
13.066780090332031,
13.028610229492188,
12.986181259155273,
12.929038047790527,
12.831649780273438,
12.548264503479004,
11.159562110900879,
4.54826021194458,
1.2903425693511963,
27.82413101196289,
0.564794659614563,
0.49651676416397095,
0.44867396354675293,
0.4120067059993744,
0.378136545419693,
0.35120850801467896,
0.32642486691474915,
0.3069874942302704,
0.29039621353149414,
0.2765478491783142,
0.27067357301712036,
0.2649030089378357,
0.2592206597328186,
0.25410181283950806,
0.249450221657753,
0.2449796199798584,
0.24071627855300903,
0.23651881515979767,
0.23226219415664673,
0.22816845774650574,
0.2242027074098587,
0.22041252255439758,
0.2163713127374649,
0.2117205411195755,
0.20671015977859497,
0.20111244916915894,
0.195439413189888,
0.19146135449409485,
0.18749941885471344,
0.18445433676242828,
0.1826474964618683,
0.18118032813072205,
0.17973148822784424,
0.17820052802562714,
0.17671053111553192,
0.17528724670410156,
0.17375200986862183,
0.17199192941188812,
0.1701115518808365,
0.1683656871318817,
0.16669228672981262,
0.16508178412914276,
0.1635684221982956,
0.16215699911117554,
0.16102495789527893,
0.1605597287416458,
0.16491000354290009,
0.15705810487270355,
0.1561298817396164,
0.15487943589687347,
0.17225752770900726,
0.154592365026474,
0.1515209972858429,
0.15047712624073029,
0.15211932361125946,
0.15000665187835693,
0.41597968339920044,
0.14666908979415894,
0.1455359160900116,
0.14472702145576477,
0.15276989340782166,
0.14393174648284912,
0.14174742996692657,
0.14181706309318542,
0.18541958928108215,
0.13896465301513672,
0.13840122520923615,
0.14864175021648407,
0.13627272844314575,
0.14268723130226135,
0.2002231627702713,
0.13363079726696014,
0.1327887326478958,
0.37377434968948364,
0.13104107975959778,
0.1303865611553192,
0.12995465099811554,
0.1376439481973648,
0.12739595770835876,
0.1288951188325882,
