RPM,ADOC(mm),Feedrate(mm/min),RMS(Feed),RMS(Normal),RMS(Axial),RMS-Instantaneous(n-m),RMS-Cumulative(n-m),,,RPM,ADOC(mm),Feedrate(mm/min),RMS(Feed),RMS(Normal),RMS(Axial),RMS-Instantaneous(n-m),RMS-Cumulative(n-m),,,RPM,ADOC(mm),Feedrate(mm/min),RMS(Feed),RMS(Normal),RMS(Axial),RMS-Instantaneous(n-m),RMS-Cumulative(n-m),,,RPM,ADOC(mm),Feedrate(mm/min),RMS(Feed),RMS(Normal),RMS(Axial),RMS-Instantaneous(n-m),RMS-Cumulative(n-m),,,RPM,ADOC(mm),Feedrate(mm/min),RMS(Feed),RMS(Normal),RMS(Axial),RMS-Instantaneous(n-m),RMS-Cumulative(n-m),,,,RPM,ADOC(mm),Feedrate(mm/min),RMS(Feed),RMS(Normal),RMS(Axial),RMS-Instantaneous(n-m),RMS-Cumulative(n-m)
1300,1.4,0.29,201.3000691,825.2326507,620.0233123,3.693763997,3.672829953,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1300,1.5,0.2,178.95652,652.0496761,579.3660767,3.009249782,2.993305299,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1300,1.5,0.21,183.3612358,677.1418182,585.7002223,3.123693003,3.106458119,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1300,1.5,0.22,187.7325435,702.3018219,592.074789,3.238645713,3.220171351,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1300,1.5,0.23,192.1127995,727.5026348,598.4578875,3.353791301,3.334014608,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1300,1.5,0.24,196.4827175,752.7507407,604.8607119,3.469187609,3.448075086,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1300,1.5,0.25,200.850754,778.0288371,611.2773811,3.584729098,3.562280985,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1300,1.5,0.26,205.2085673,803.3436784,617.7119933,3.700468543,3.676698675,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1300,1.5,0.27,209.4878627,828.7347824,624.1878705,3.816806917,3.791834362,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1300,1.5,0.28,213.7489296,854.1709644,630.6893441,3.933340016,3.907102885,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1300,1.5,0.29,219.7122091,877.9404143,642.0942548,4.059560794,4.035559642,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1300,1.6,0.2,193.7014902,689.7921796,597.9746253,3.282187857,3.264035211,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1300,1.6,0.21,198.5460419,716.5392689,604.5540105,3.408005018,3.388470351,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1300,1.6,0.22,203.4161291,743.3336926,611.1482606,3.534061036,3.513084248,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1300,1.6,0.23,208.2628462,770.1817955,617.7650978,3.660471791,3.638041838,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1300,1.6,0.24,213.081693,797.0837535,624.4084363,3.787227327,3.763345629,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1300,1.6,0.25,217.8630887,824.03355,631.078657,3.914346987,3.889086873,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1300,1.6,0.26,222.6682937,851.0063139,637.752764,4.04149488,4.014803424,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1300,1.6,0.27,227.4640945,878.0232972,644.4450858,4.168833592,4.140669718,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1300,1.6,0.28,232.240552,905.0948541,651.1640368,4.296514303,4.266878525,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1300,1.6,0.29,236.9101578,932.2570935,657.9316286,4.424947139,4.393976366,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1300,1.7,0.2,208.6981272,727.3564013,615.659098,3.561548932,3.541120931,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1300,1.7,0.21,214.0539567,755.7339695,622.4392096,3.698748457,3.676725817,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1300,1.7,0.22,219.406438,784.1720378,629.2457723,3.836352418,3.812727345,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1300,1.7,0.23,224.6953685,812.6811794,636.0898868,3.974527303,3.949360826,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1300,1.7,0.24,229.9983386,841.2286518,642.9439214,4.112858335,4.086083461,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1300,1.7,0.25,235.2899523,869.8148625,649.8160022,4.251435691,4.223070843,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1300,1.7,0.26,240.5584246,898.4401006,656.7077483,4.39024292,4.360310319,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1300,1.7,0.27,245.7726237,927.1331195,663.6345484,4.529547545,4.498108718,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1300,1.7,0.28,251.0014746,955.8671916,670.5718647,4.669002428,4.635983638,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1300,1.7,0.29,256.2198291,984.6504562,677.5322235,4.808726305,4.774088559,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1300,1.8,0.2,223.987352,764.7309705,632.441417,3.846751095,3.823857733,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1300,1.8,0.21,229.7997721,794.7649977,639.428152,3.995975662,3.971396836,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1300,1.8,0.22,235.6418861,824.8474034,646.4283577,4.1454459,4.119104896,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1300,1.8,0.23,241.4580681,854.9878526,653.4516283,4.295315913,4.267199178,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1300,1.8,0.24,247.2548807,885.1794569,660.4979607,4.44552001,4.415631509,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1300,1.8,0.25,252.9903175,915.430095,667.5792201,4.596218122,4.564660937,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1300,1.8,0.26,258.7519449,945.7029752,674.6622565,4.746938277,4.713651519,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1300,1.8,0.27,264.4935545,976.031833,681.7694594,4.898017249,4.862998324,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1300,1.8,0.28,270.2046729,1006.41736,688.900687,5.0494224,5.012662423,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1300,1.8,0.29,275.8504456,1036.878809,696.0738119,5.201437495,5.163019321,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1300,1.9,0.2,239.4782527,801.9571512,648.39058,4.13793038,4.112521433,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1300,1.9,0.21,245.832019,833.6165288,655.5360894,4.299080505,4.271742767,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1300,1.9,0.22,252.1797405,865.3405237,662.7083156,4.460680381,4.43140384,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1300,1.9,0.23,258.4511911,897.1445605,669.921135,4.622953092,4.591817206,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1300,1.9,0.24,264.7483448,928.9807741,677.1413685,4.785336025,4.752266638,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1300,1.9,0.25,271.0262054,960.8598398,684.3798831,4.947996135,4.913007557,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1300,1.9,0.26,277.2925689,992.7789263,691.6354549,5.110917148,5.074029048,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1300,1.9,0.27,283.4808589,1024.777127,698.9336928,5.2744838,5.235793305,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1300,1.9,0.28,289.6872509,1056.814051,706.2390325,5.438147239,5.397552473,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1800,1.9,0.29,295.8714269,1088.910474,713.5696943,5.602203263,5.559700407,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1800,1,0.2,110.5221719,458.0914162,466.2329329,1.810277784,1.803970536,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1800,1,0.21,114.169099,473.5877185,475.7324592,1.88276582,1.880442356,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1800,1,0.22,116.9273193,490.0033795,482.117869,1.950334603,1.948510083,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1800,1,0.23,119.2946798,506.8683732,486.9497992,2.015129751,2.01261442,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1800,1,0.24,121.6551395,523.771344,491.8007992,2.080146999,2.076937124,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1800,1,0.25,123.9376036,540.7287337,496.6879385,2.145632011,2.141845185,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1800,1,0.26,126.2797592,557.6868141,501.5695084,2.210957337,2.206513041,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1800,1,0.27,129.0776268,574.247142,507.9953337,2.279188261,2.273368072,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1800,1,0.28,131.4308914,591.2796693,512.9152613,2.344987906,2.338511833,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1800,1,0.29,133.7181836,608.3747417,517.8780767,2.411351037,2.404343574,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1800,1.1,0.2,123.4637897,497.0273837,490.4032113,2.054510189,2.046766599,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1800,1.1,0.21,126.1908695,515.4639006,495.5462632,2.128335785,2.119750495,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1800,1.1,0.22,128.8780405,533.9702467,500.7306521,2.202763397,2.193459335,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1800,1.1,0.23,131.5957075,552.4918001,505.9140969,2.277103966,2.266955097,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1800,1.1,0.24,135.7767532,569.6025404,515.9625352,2.360542217,2.354631576,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1800,1.1,0.25,138.9133599,587.7350018,522.7945639,2.438654978,2.433242483,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1800,1.1,0.26,141.6379665,606.3455118,528.0132686,2.513601954,2.507406829,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1800,1.1,0.27,144.3618369,624.9955512,533.252336,2.588791551,2.581816742,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1800,1.1,0.28,147.0101002,643.7145658,538.5361553,2.664622454,2.657020062,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1800,1.1,0.29,149.7247981,662.4479314,543.8190423,2.740342941,2.73197975,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1800,1.2,0.2,136.8472327,535.6490006,513.2424311,2.306796723,2.297474387,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1800,1.2,0.21,139.9655224,555.7417465,518.7128825,2.39077001,2.380545311,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1800,1.2,0.22,143.0653808,575.88714,524.2142818,2.475100099,2.463999628,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1800,1.2,0.23,146.1945974,596.0560814,529.7148538,2.559436904,2.547359415,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1800,1.2,0.24,149.3097157,616.2654833,535.232937,2.644009755,2.630939014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1800,1.2,0.25,152.341927,636.5469109,540.7927177,2.729224101,2.715327685,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1800,1.2,0.26,155.4305667,656.8161617,546.3399783,2.81411942,2.799264267,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1800,1.2,0.27,158.5163001,677.1269419,551.9069054,2.899262815,2.883445132,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1800,1.2,0.28,163.6852389,695.3676978,564.1451221,2.997902847,2.988103849,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1800,1.2,0.29,166.7971178,715.7565274,569.7439448,3.083700113,3.073005975,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1800,1.3,0.2,150.6147571,573.9919257,534.8708023,2.566729176,2.555683606,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1800,1.3,0.21,154.1646422,595.72724,540.6394009,2.661091708,2.649029743,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1800,1.3,0.22,157.7128689,617.5119731,546.4274914,2.755739413,2.742645965,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1800,1.3,0.23,161.2449762,639.3423648,552.2336614,2.850655626,2.836520196,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1800,1.3,0.24,164.7536222,661.2158726,558.0580074,2.945837917,2.93064885,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1800,1.3,0.25,168.2315334,683.131585,563.9104365,3.041296485,3.025079472,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1800,1.3,0.26,171.7450163,705.0484152,569.7526237,3.136587885,3.11926926,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1800,1.3,0.27,175.2542116,727.0081483,575.614566,3.232142532,3.213716396,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1800,1.3,0.28,178.668335,749.0579124,581.5264906,3.328554112,3.309237125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1800,1.3,0.29,182.1576148,771.1097992,587.4318679,3.424705422,3.404293201,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1800,1.4,0.2,164.4916324,614.1068159,559.7558822,2.742747101,2.728884337,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1800,1.4,0.21,168.4383648,637.555523,565.8357554,2.846290784,2.831279468,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1800,1.4,0.22,172.3993924,661.0518269,571.9363942,2.950086323,2.933890154,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1800,1.4,0.23,176.3440716,684.5958739,578.0577506,3.05417244,3.036774967,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1800,1.4,0.24,180.2305249,708.2104708,584.2159373,3.158804156,3.14028672,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1800,1.4,0.25,184.1185855,731.8494198,590.3875402,3.263503377,3.243838771,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1800,1.4,0.26,188.0157391,755.5159143,596.5684555,3.368277178,3.347441124,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1800,1.4,0.27,193.0806844,777.9899667,606.6268688,3.480862463,3.462831466,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1800,1.4,0.28,196.9787776,801.7551837,612.8394224,3.586224047,3.567009966,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1800,1.4,0.29,200.9294902,825.5642973,619.0534452,3.691765902,3.671313031,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1800,1.5,0.2,178.9340296,652.0568624,579.3554728,3.009154063,2.993210366,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1800,1.5,0.21,183.3365986,677.1495607,585.688816,3.123590243,3.106355031,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1800,1.5,0.22,187.6998402,702.3113827,592.0595641,3.238518144,3.220047547,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1800,1.5,0.23,192.077951,727.5127377,598.4419404,3.353656922,3.333883503,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1800,1.5,0.24,196.4456269,752.7613998,604.8440268,3.469046278,3.447936367,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1800,1.5,0.25,200.8113344,778.0400667,611.2599419,3.584580616,3.562134268,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1800,1.5,0.26,205.1667577,803.3554933,617.6937834,3.700312788,3.676543912,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1800,1.5,0.27,209.4438303,828.7472005,624.1688705,3.816643529,3.791671223,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1800,1.5,0.28,213.7029187,854.183878,630.6696658,3.933170397,3.906932731,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1800,1.5,0.29,219.0022674,878.6372966,640.1181183,4.055565098,4.031296135,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1800,1.6,0.2,193.6766073,689.8002079,597.9634005,3.282081607,3.263932237,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1800,1.6,0.21,198.5189204,716.5479087,604.5419503,3.407890986,3.388358644,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1800,1.6,0.22,203.3865925,743.3429644,611.1353362,3.533938998,3.512963303,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1800,1.6,0.23,208.2307901,770.1917212,617.7512788,3.660341458,3.637911319,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1800,1.6,0.24,213.039266,797.0959542,624.3900188,3.787066181,3.763189513,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1800,1.6,0.25,217.8182789,824.0463905,631.0594278,3.914177824,3.888922016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1800,1.6,0.26,222.6209041,851.0198088,637.7327079,4.04131753,4.014629584,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1800,1.6,0.27,227.4140058,878.0374613,644.4241864,4.168647877,4.140486725,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1800,1.6,0.28,232.1877226,905.1097036,651.1422763,4.296320031,4.266686069,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1800,1.6,0.29,236.854819,932.2726483,657.9089855,4.424743959,4.393774067,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1800,1.7,0.2,208.3004519,727.7411788,614.2967308,3.559255514,3.539414506,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1800,1.7,0.21,214.0241972,755.7435655,622.4264871,3.69862245,3.67660508,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1800,1.7,0.22,219.3740779,784.1823236,629.2321537,3.836217757,3.812597007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1800,1.7,0.23,224.6604102,812.6921799,636.0753398,3.974383574,3.949220098,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1800,1.7,0.24,229.9605772,841.2403891,642.9284164,4.112705325,4.085932004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1800,1.7,0.25,235.2492818,869.8273605,649.7995076,4.251273104,4.22290825,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1800,1.7,0.26,240.5047999,898.4554178,656.6857585,4.390042346,4.360116001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1800,1.7,0.27,245.7162666,927.1491828,663.6116545,4.529337608,4.497904314,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1800,1.7,0.28,250.9421788,955.8840164,670.5480511,4.668782919,4.635768976,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1800,1.7,0.29,256.1574914,984.6680587,677.5074722,4.808497117,4.773863231,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1800,1.8,0.2,223.5699282,765.1404958,631.0444546,3.844350466,3.82207243,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1800,1.8,0.21,229.371574,795.1762463,638.0329088,3.993555853,3.969593807,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1800,1.8,0.22,235.2015175,825.2604836,645.0347566,4.143005423,4.117282739,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1800,1.8,0.23,241.4200255,854.9999938,653.4363463,4.295158052,4.267047829,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1800,1.8,0.24,247.2138391,885.1923981,660.4816883,4.445352089,4.415468805,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1800,1.8,0.25,252.9463048,915.4438636,667.5619235,4.596039772,4.564486424,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1800,1.8,0.26,258.704729,945.717595,674.6439049,4.746749203,4.713464692,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1800,1.8,0.27,264.4430254,976.0473296,681.7500201,4.897817138,4.862798677,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1800,1.8,0.28,270.1381741,1006.436316,688.8747316,5.049175889,5.012424007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1800,1.8,0.29,275.780863,1036.898627,696.0468555,5.201180141,5.162769233,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1800,1.9,0.2,239.0442269,802.3913684,646.9600631,4.135424842,4.110659432,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1800,1.9,0.21,245.3857586,834.0523642,654.107618,4.296557106,4.269863683,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1800,1.9,0.22,251.7211978,865.7781544,661.2816635,4.458136533,4.429505754,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1800,1.9,0.23,257.9819346,897.5842382,668.4958795,4.620384983,4.589897036,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1800,1.9,0.24,264.2667281,929.422616,675.7174471,4.782742186,4.750323267,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1800,1.9,0.25,270.978637,960.874952,684.361779,4.947801187,4.91282059,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
