RPM,ADOC(mm),Feedrate(mm/min),RMS(Feed),RMS(Normal),RMS(Axial),RMS-Instantaneous(n-m),RMS-Cumulative(n-m),,,RPM,ADOC(mm),Feedrate(mm/min),RMS(Feed),RMS(Normal),RMS(Axial),RMS-Instantaneous(n-m),RMS-Cumulative(n-m),,,RPM,ADOC(mm),Feedrate(mm/min),RMS(Feed),RMS(Normal),RMS(Axial),RMS-Instantaneous(n-m),RMS-Cumulative(n-m),,,RPM,ADOC(mm),Feedrate(mm/min),RMS(Feed),RMS(Normal),RMS(Axial),RMS-Instantaneous(n-m),RMS-Cumulative(n-m),,,RPM,ADOC(mm),Feedrate(mm/min),RMS(Feed),RMS(Normal),RMS(Axial),RMS-Instantaneous(n-m),RMS-Cumulative(n-m),,,,RPM,ADOC(mm),Feedrate(mm/min),RMS(Feed),RMS(Normal),RMS(Axial),RMS-Instantaneous(n-m),RMS-Cumulative(n-m)
300,1.4,0.27,193.4345311,777.6613043,607.5996964,3.482828994,3.464320443,,,800,1.4,0.27,193.0806844,777.9899667,606.6268688,3.480862463,3.464204934,,,1300,1.4,0.27,193.4345311,777.6613043,607.5996964,3.482828994,3.464320443,,,1800,1.4,0.27,193.0806844,777.9899667,606.6268688,3.480862463,3.462831466,,,2300,1.4,0.27,193.4345311,777.6613043,607.5996964,3.482828994,3.464320443,,,,2800,1.4,0.27,193.4345311,777.6613043,607.5996964,3.482828994,3.464320443
300,1.4,0.28,197.3394069,801.4252915,613.810533,3.588202861,3.568508652,,,800,1.4,0.28,196.9787776,801.7551837,612.8394224,3.586224047,3.56839233,,,1300,1.4,0.28,197.3394069,801.4252915,613.810533,3.588202861,3.568508652,,,1800,1.4,0.28,196.9787776,801.7551837,612.8394224,3.586224047,3.567009966,,,2300,1.4,0.28,197.3394069,801.4252915,613.810533,3.588202861,3.568508652,,,,2800,1.4,0.28,197.3394069,801.4252915,613.810533,3.588202861,3.568508652
300,1.4,0.29,201.3000691,825.2326507,620.0233123,3.693763997,3.672829953,,,800,1.4,0.29,200.9294902,825.5642973,619.0534452,3.691765902,3.672711019,,,1300,1.4,0.29,201.3000691,825.2326507,620.0233123,3.693763997,3.672829953,,,1800,1.4,0.29,200.9294902,825.5642973,619.0534452,3.691765902,3.671313031,,,2300,1.4,0.29,201.3000691,825.2326507,620.0233123,3.693763997,3.672829953,,,,2800,1.4,0.29,201.3000691,825.2326507,620.0233123,3.693763997,3.672829953
300,1.5,0.2,178.95652,652.0496761,579.3660767,3.009249782,2.993305299,,,800,1.5,0.2,178.9340296,652.0568624,579.3554728,3.009154063,2.993290173,,,1300,1.5,0.2,178.95652,652.0496761,579.3660767,3.009249782,2.993305299,,,1800,1.5,0.2,178.9340296,652.0568624,579.3554728,3.009154063,2.993210366,,,2300,1.5,0.2,178.95652,652.0496761,579.3660767,3.009249782,2.993305299,,,,2800,1.5,0.2,178.95652,652.0496761,579.3660767,3.009249782,2.993305299
300,1.5,0.21,183.3612358,677.1418182,585.7002223,3.123693003,3.106458119,,,800,1.5,0.21,183.3365986,677.1495607,585.688816,3.123590243,3.106441384,,,1300,1.5,0.21,183.3612358,677.1418182,585.7002223,3.123693003,3.106458119,,,1800,1.5,0.21,183.3365986,677.1495607,585.688816,3.123590243,3.106355031,,,2300,1.5,0.21,183.3612358,677.1418182,585.7002223,3.123693003,3.106458119,,,,2800,1.5,0.21,183.3612358,677.1418182,585.7002223,3.123693003,3.106458119
300,1.5,0.22,187.7325435,702.3018219,592.074789,3.238645713,3.220171351,,,800,1.5,0.22,187.6998402,702.3113827,592.0595641,3.238518144,3.220152357,,,1300,1.5,0.22,187.7325435,702.3018219,592.074789,3.238645713,3.220171351,,,1800,1.5,0.22,187.6998402,702.3113827,592.0595641,3.238518144,3.220047547,,,2300,1.5,0.22,187.7325435,702.3018219,592.074789,3.238645713,3.220171351,,,,2800,1.5,0.22,187.7325435,702.3018219,592.074789,3.238645713,3.220171351
300,1.5,0.23,192.1127995,727.5026348,598.4578875,3.353791301,3.334014608,,,800,1.5,0.23,192.077951,727.5127377,598.4419404,3.353656922,3.333994292,,,1300,1.5,0.23,192.1127995,727.5026348,598.4578875,3.353791301,3.334014608,,,1800,1.5,0.23,192.077951,727.5127377,598.4419404,3.353656922,3.333883503,,,2300,1.5,0.23,192.1127995,727.5026348,598.4578875,3.353791301,3.334014608,,,,2800,1.5,0.23,192.1127995,727.5026348,598.4578875,3.353791301,3.334014608
300,1.5,0.24,196.4827175,752.7507407,604.8607119,3.469187609,3.448075086,,,800,1.5,0.24,196.4456269,752.7613998,604.8440268,3.469046278,3.448053325,,,1300,1.5,0.24,196.4827175,752.7507407,604.8607119,3.469187609,3.448075086,,,1800,1.5,0.24,196.4456269,752.7613998,604.8440268,3.469046278,3.447936367,,,2300,1.5,0.24,196.4827175,752.7507407,604.8607119,3.469187609,3.448075086,,,,2800,1.5,0.24,196.4827175,752.7507407,604.8607119,3.469187609,3.448075086
300,1.5,0.25,200.850754,778.0288371,611.2773811,3.584729098,3.562280985,,,800,1.5,0.25,200.8113344,778.0400667,611.2599419,3.584580616,3.56225778,,,1300,1.5,0.25,200.850754,778.0288371,611.2773811,3.584729098,3.562280985,,,1800,1.5,0.25,200.8113344,778.0400667,611.2599419,3.584580616,3.562134268,,,2300,1.5,0.25,200.850754,778.0288371,611.2773811,3.584729098,3.562280985,,,,2800,1.5,0.25,200.850754,778.0288371,611.2773811,3.584729098,3.562280985
300,1.5,0.26,205.2085673,803.3436784,617.7119933,3.700468543,3.676698675,,,800,1.5,0.26,205.1667577,803.3554933,617.6937834,3.700312788,3.676673978,,,1300,1.5,0.26,205.2085673,803.3436784,617.7119933,3.700468543,3.676698675,,,1800,1.5,0.26,205.1667577,803.3554933,617.6937834,3.700312788,3.676543912,,,2300,1.5,0.26,205.2085673,803.3436784,617.7119933,3.700468543,3.676698675,,,,2800,1.5,0.26,205.2085673,803.3436784,617.7119933,3.700468543,3.676698675
300,1.5,0.27,209.4878627,828.7347824,624.1878705,3.816806917,3.791834362,,,800,1.5,0.27,209.4438303,828.7472005,624.1688705,3.816643529,3.791808126,,,1300,1.5,0.27,209.4878627,828.7347824,624.1878705,3.816806917,3.791834362,,,1800,1.5,0.27,209.4438303,828.7472005,624.1688705,3.816643529,3.791671223,,,2300,1.5,0.27,209.4878627,828.7347824,624.1878705,3.816806917,3.791834362,,,,2800,1.5,0.27,209.4878627,828.7347824,624.1878705,3.816806917,3.791834362
300,1.5,0.28,213.7489296,854.1709644,630.6893441,3.933340016,3.907102885,,,800,1.5,0.28,213.7029187,854.183878,630.6696658,3.933170397,3.907075204,,,1300,1.5,0.28,213.7489296,854.1709644,630.6893441,3.933340016,3.907102885,,,1800,1.5,0.28,213.7029187,854.183878,630.6696658,3.933170397,3.906932731,,,2300,1.5,0.28,213.7489296,854.1709644,630.6893441,3.933340016,3.907102885,,,,2800,1.5,0.28,213.7489296,854.1709644,630.6893441,3.933340016,3.907102885
300,1.5,0.29,219.7122091,877.9404143,642.0942548,4.059560794,4.035559642,,,800,1.5,0.29,219.0022674,878.6372966,640.1181183,4.055565098,4.034800928,,,1300,1.5,0.29,219.7122091,877.9404143,642.0942548,4.059560794,4.035559642,,,1800,1.5,0.29,219.0022674,878.6372966,640.1181183,4.055565098,4.031296135,,,2300,1.5,0.29,219.7122091,877.9404143,642.0942548,4.059560794,4.035559642,,,,2800,1.5,0.29,219.7122091,877.9404143,642.0942548,4.059560794,4.035559642
300,1.6,0.2,193.7014902,689.7921796,597.9746253,3.282187857,3.264035211,,,800,1.6,0.2,193.6766073,689.8002079,597.9634005,3.282081607,3.264019411,,,1300,1.6,0.2,193.7014902,689.7921796,597.9746253,3.282187857,3.264035211,,,1800,1.6,0.2,193.6766073,689.8002079,597.9634005,3.282081607,3.263932237,,,2300,1.6,0.2,193.7014902,689.7921796,597.9746253,3.282187857,3.264035211,,,,2800,1.6,0.2,193.7014902,689.7921796,597.9746253,3.282187857,3.264035211
300,1.6,0.21,198.5460419,716.5392689,604.5540105,3.408005018,3.388470351,,,800,1.6,0.21,198.5189204,716.5479087,604.5419503,3.407890986,3.388452893,,,1300,1.6,0.21,198.5460419,716.5392689,604.5540105,3.408005018,3.388470351,,,1800,1.6,0.21,198.5189204,716.5479087,604.5419503,3.407890986,3.388358644,,,2300,1.6,0.21,198.5460419,716.5392689,604.5540105,3.408005018,3.388470351,,,,2800,1.6,0.21,198.5460419,716.5392689,604.5540105,3.408005018,3.388470351
300,1.6,0.22,203.4161291,743.3336926,611.1482606,3.534061036,3.513084248,,,800,1.6,0.22,203.3865925,743.3429644,611.1353362,3.533938998,3.513064986,,,1300,1.6,0.22,203.4161291,743.3336926,611.1482606,3.534061036,3.513084248,,,1800,1.6,0.22,203.3865925,743.3429644,611.1353362,3.533938998,3.512963303,,,2300,1.6,0.22,203.4161291,743.3336926,611.1482606,3.534061036,3.513084248,,,,2800,1.6,0.22,203.4161291,743.3336926,611.1482606,3.534061036,3.513084248
300,1.6,0.23,208.2628462,770.1817955,617.7650978,3.660471791,3.638041838,,,800,1.6,0.23,208.2307901,770.1917212,617.7512788,3.660341458,3.638020653,,,1300,1.6,0.23,208.2628462,770.1817955,617.7650978,3.660471791,3.638041838,,,1800,1.6,0.23,208.2307901,770.1917212,617.7512788,3.660341458,3.637911319,,,2300,1.6,0.23,208.2628462,770.1817955,617.7650978,3.660471791,3.638041838,,,,2800,1.6,0.23,208.2628462,770.1817955,617.7650978,3.660471791,3.638041838
300,1.6,0.24,213.081693,797.0837535,624.4084363,3.787227327,3.763345629,,,800,1.6,0.24,213.039266,797.0959542,624.3900188,3.787066181,3.763321729,,,1300,1.6,0.24,213.081693,797.0837535,624.4084363,3.787227327,3.763345629,,,1800,1.6,0.24,213.039266,797.0959542,624.3900188,3.787066181,3.763189513,,,2300,1.6,0.24,213.081693,797.0837535,624.4084363,3.787227327,3.763345629,,,,2800,1.6,0.24,213.081693,797.0837535,624.4084363,3.787227327,3.763345629
300,1.6,0.25,217.8630887,824.03355,631.078657,3.914346987,3.889086873,,,800,1.6,0.25,217.8182789,824.0463905,631.0594278,3.914177824,3.889061408,,,1300,1.6,0.25,217.8630887,824.03355,631.078657,3.914346987,3.889086873,,,1800,1.6,0.25,217.8182789,824.0463905,631.0594278,3.914177824,3.888922016,,,2300,1.6,0.25,217.8630887,824.03355,631.078657,3.914346987,3.889086873,,,,2800,1.6,0.25,217.8630887,824.03355,631.078657,3.914346987,3.889086873
300,1.6,0.26,222.6682937,851.0063139,637.752764,4.04149488,4.014803424,,,800,1.6,0.26,222.6209041,851.0198088,637.7327079,4.04131753,4.01477625,,,1300,1.6,0.26,222.6682937,851.0063139,637.752764,4.04149488,4.014803424,,,1800,1.6,0.26,222.6209041,851.0198088,637.7327079,4.04131753,4.014629584,,,2300,1.6,0.26,222.6682937,851.0063139,637.752764,4.04149488,4.014803424,,,,2800,1.6,0.26,222.6682937,851.0063139,637.752764,4.04149488,4.014803424
300,1.6,0.27,227.4640945,878.0232972,644.4450858,4.168833592,4.140669718,,,800,1.6,0.27,227.4140058,878.0374613,644.4241864,4.168647877,4.140640907,,,1300,1.6,0.27,227.4640945,878.0232972,644.4450858,4.168833592,4.140669718,,,1800,1.6,0.27,227.4140058,878.0374613,644.4241864,4.168647877,4.140486725,,,2300,1.6,0.27,227.4640945,878.0232972,644.4450858,4.168833592,4.140669718,,,,2800,1.6,0.27,227.4640945,878.0232972,644.4450858,4.168833592,4.140669718
300,1.6,0.28,232.240552,905.0948541,651.1640368,4.296514303,4.266878525,,,800,1.6,0.28,232.1877226,905.1097036,651.1422763,4.296320031,4.266848004,,,1300,1.6,0.28,232.240552,905.0948541,651.1640368,4.296514303,4.266878525,,,1800,1.6,0.28,232.1877226,905.1097036,651.1422763,4.296320031,4.266686069,,,2300,1.6,0.28,232.240552,905.0948541,651.1640368,4.296514303,4.266878525,,,,2800,1.6,0.28,232.240552,905.0948541,651.1640368,4.296514303,4.266878525
300,1.6,0.29,236.9101578,932.2570935,657.9316286,4.424947139,4.393976366,,,800,1.6,0.29,236.854819,932.2726483,657.9089855,4.424743959,4.393943969,,,1300,1.6,0.29,236.9101578,932.2570935,657.9316286,4.424947139,4.393976366,,,1800,1.6,0.29,236.854819,932.2726483,657.9089855,4.424743959,4.393774067,,,2300,1.6,0.29,236.9101578,932.2570935,657.9316286,4.424947139,4.393976366,,,,2800,1.6,0.29,236.9101578,932.2570935,657.9316286,4.424947139,4.393976366
300,1.7,0.2,209.0099853,740.0189561,638.731623,3.673639177,3.653162549,,,800,1.7,0.2,208.3004519,727.7411788,614.2967308,3.559255514,3.540999133,,,1300,1.7,0.2,208.6981272,727.3564013,615.659098,3.561548932,3.541120931,,,1800,1.7,0.2,208.3004519,727.7411788,614.2967308,3.559255514,3.539414506,,,2300,1.7,0.2,208.6981272,727.3564013,615.659098,3.561548932,3.541120931,,,,2800,1.7,0.2,208.6981272,727.3564013,615.659098,3.561548932,3.541120931
300,1.7,0.21,214.31076,768.7055667,645.7318259,3.814250859,3.792155328,,,800,1.7,0.21,214.0241972,755.7435655,622.4264871,3.69862245,3.676707707,,,1300,1.7,0.21,214.0539567,755.7339695,622.4392096,3.698748457,3.676725817,,,1800,1.7,0.21,214.0241972,755.7435655,622.4264871,3.69862245,3.67660508,,,2300,1.7,0.21,214.0539567,755.7339695,622.4392096,3.698748457,3.676725817,,,,2800,1.7,0.21,214.0539567,755.7339695,622.4392096,3.698748457,3.676725817
300,1.7,0.22,219.5753214,797.465247,652.772475,3.95545073,3.931797831,,,800,1.7,0.22,219.3740779,784.1823236,629.2321537,3.836217757,3.812707455,,,1300,1.7,0.22,219.406438,784.1720378,629.2457723,3.836352418,3.812727345,,,1800,1.7,0.22,219.3740779,784.1823236,629.2321537,3.836217757,3.812597007,,,2300,1.7,0.22,219.406438,784.1720378,629.2457723,3.836352418,3.812727345,,,,2800,1.7,0.22,219.406438,784.1720378,629.2457723,3.836352418,3.812727345
300,1.7,0.23,224.847611,826.2670749,659.8234701,4.096863849,4.07158014,,,800,1.7,0.23,224.6604102,812.6921799,636.0753398,3.974383574,3.949338893,,,1300,1.7,0.23,224.6953685,812.6811794,636.0898868,3.974527303,3.949360826,,,1800,1.7,0.23,224.6604102,812.6921799,636.0753398,3.974383574,3.949220098,,,2300,1.7,0.23,224.6953685,812.6811794,636.0898868,3.974527303,3.949360826,,,,2800,1.7,0.23,224.6953685,812.6811794,636.0898868,3.974527303,3.949360826
300,1.7,0.24,230.0980951,855.1221257,666.8978194,4.238623229,4.211701946,,,800,1.7,0.24,229.9605772,841.2403891,642.9284164,4.112705325,4.086059411,,,1300,1.7,0.24,229.9983386,841.2286518,642.9439214,4.112858335,4.086083461,,,1800,1.7,0.24,229.9605772,841.2403891,642.9284164,4.112705325,4.085932004,,,2300,1.7,0.24,229.9983386,841.2286518,642.9439214,4.112858335,4.086083461,,,,2800,1.7,0.24,229.9983386,841.2286518,642.9439214,4.112858335,4.086083461
300,1.7,0.25,235.3354641,884.0159533,673.9908656,4.380624752,4.352082514,,,800,1.7,0.25,235.2492818,869.8273605,649.7995076,4.251273104,4.223044652,,,1300,1.7,0.25,235.2899523,869.8148625,649.8160022,4.251435691,4.223070843,,,1800,1.7,0.25,235.2492818,869.8273605,649.7995076,4.251273104,4.22290825,,,2300,1.7,0.25,235.2899523,869.8148625,649.8160022,4.251435691,4.223070843,,,,2800,1.7,0.25,235.2899523,869.8148625,649.8160022,4.251435691,4.223070843
300,1.7,0.26,240.5147431,912.9609406,681.1181127,4.52304506,4.492981136,,,800,1.7,0.26,240.5047999,898.4554178,656.6857585,4.390042346,4.360280643,,,1300,1.7,0.26,240.5584246,898.4401006,656.7077483,4.39024292,4.360310319,,,1800,1.7,0.26,240.5047999,898.4554178,656.6857585,4.390042346,4.360116001,,,2300,1.7,0.26,240.5584246,898.4401006,656.7077483,4.39024292,4.360310319,,,,2800,1.7,0.26,240.5584246,898.4401006,656.7077483,4.39024292,4.360310319
300,1.7,0.27,245.7140036,941.9415392,688.2507252,4.665558809,4.633894903,,,800,1.7,0.27,245.7162666,927.1491828,663.6116545,4.529337608,4.498077237,,,1300,1.7,0.27,245.7726237,927.1331195,663.6345484,4.529547545,4.498108718,,,1800,1.7,0.27,245.7162666,927.1491828,663.6116545,4.529337608,4.497904314,,,2300,1.7,0.27,245.7726237,927.1331195,663.6345484,4.529547545,4.498108718,,,,2800,1.7,0.27,245.7726237,927.1331195,663.6345484,4.529547545,4.498108718
300,1.7,0.28,250.906725,970.9709759,695.4045205,4.808348246,4.775055545,,,800,1.7,0.28,250.9421788,955.8840164,670.5480511,4.668782919,4.635950326,,,1300,1.7,0.28,251.0014746,955.8671916,670.5718647,4.669002428,4.635983638,,,1800,1.7,0.28,250.9421788,955.8840164,670.5480511,4.668782919,4.635768976,,,2300,1.7,0.28,251.0014746,955.8671916,670.5718647,4.669002428,4.635983638,,,,2800,1.7,0.28,251.0014746,955.8671916,670.5718647,4.669002428,4.635983638
300,1.7,0.29,256.0974065,1000.049797,702.5800265,4.951429468,4.916478912,,,800,1.7,0.29,256.1574914,984.6680587,677.5074722,4.808497117,4.774053225,,,1300,1.7,0.29,256.2198291,984.6504562,677.5322235,4.808726305,4.774088559,,,1800,1.7,0.29,256.1574914,984.6680587,677.5074722,4.808497117,4.773863231,,,2300,1.7,0.29,256.2198291,984.6504562,677.5322235,4.808726305,4.774088559,,,,2800,1.7,0.29,256.2198291,984.6504562,677.5322235,4.808726305,4.774088559
300,1.8,0.2,224.2796169,777.9692175,656.4551226,3.967674858,3.944716576,,,800,1.8,0.2,223.5699282,765.1404958,631.0444546,3.844350466,3.823730774,,,1300,1.8,0.2,223.987352,764.7309705,632.441417,3.846751095,3.823857733,,,1800,1.8,0.2,223.5699282,765.1404958,631.0444546,3.844350466,3.82207243,,,2300,1.8,0.2,223.987352,764.7309705,632.441417,3.846751095,3.823857733,,,,2800,1.8,0.2,223.987352,764.7309705,632.441417,3.846751095,3.823857733
300,1.8,0.21,230.0343759,808.3310628,663.6816782,4.120633035,4.095966638,,,800,1.8,0.21,229.371574,795.1762463,638.0329088,3.993555853,3.971267545,,,1300,1.8,0.21,229.7997721,794.7649977,639.428152,3.995975662,3.971396836,,,1800,1.8,0.21,229.371574,795.1762463,638.0329088,3.993555853,3.969593807,,,2300,1.8,0.21,229.7997721,794.7649977,639.428152,3.995975662,3.971396836,,,,2800,1.8,0.21,229.7997721,794.7649977,639.428152,3.995975662,3.971396836
300,1.8,0.22,235.8218019,838.7399523,670.9211578,4.273829931,4.247375234,,,800,1.8,0.22,235.2015175,825.2604836,645.0347566,4.143005423,4.118973104,,,1300,1.8,0.22,235.6418861,824.8474034,646.4283577,4.1454459,4.119104896,,,1800,1.8,0.22,235.2015175,825.2604836,645.0347566,4.143005423,4.117282739,,,2300,1.8,0.22,235.6418861,824.8474034,646.4283577,4.1454459,4.119104896,,,,2800,1.8,0.22,235.6418861,824.8474034,646.4283577,4.1454459,4.119104896
300,1.8,0.23,241.5849255,869.2053844,678.1836595,4.427425478,4.399169821,,,800,1.8,0.23,241.4200255,854.9999938,653.4363463,4.295158052,4.267176473,,,1300,1.8,0.23,241.4580681,854.9878526,653.4516283,4.295315913,4.267199178,,,1800,1.8,0.23,241.4200255,854.9999938,653.4363463,4.295158052,4.267047829,,,2300,1.8,0.23,241.4580681,854.9878526,653.4516283,4.295315913,4.267199178,,,,2800,1.8,0.23,241.4580681,854.9878526,653.4516283,4.295315913,4.267199178
300,1.8,0.24,247.2839807,899.7401762,685.4853527,4.581592406,4.551615409,,,800,1.8,0.24,247.2138391,885.1923981,660.4816883,4.445352089,4.415606639,,,1300,1.8,0.24,247.2548807,885.1794569,660.4979607,4.44552001,4.415631509,,,1800,1.8,0.24,247.2138391,885.1923981,660.4816883,4.445352089,4.415468805,,,2300,1.8,0.24,247.2548807,885.1794569,660.4979607,4.44552001,4.415631509,,,,2800,1.8,0.24,247.2548807,885.1794569,660.4979607,4.44552001,4.415631509
300,1.8,0.25,253.0077458,930.3011374,692.792005,4.735830539,4.704074142,,,800,1.8,0.25,252.9463048,915.4438636,667.5619235,4.596039772,4.564633829,,,1300,1.8,0.25,252.9903175,915.430095,667.5792201,4.596218122,4.564660937,,,1800,1.8,0.25,252.9463048,915.4438636,667.5619235,4.596039772,4.564486424,,,2300,1.8,0.25,252.9903175,915.430095,667.5792201,4.596218122,4.564660937,,,,2800,1.8,0.25,252.9903175,915.430095,667.5792201,4.596218122,4.564660937
300,1.8,0.26,258.7147443,960.8976307,700.1144397,4.890274969,4.856758748,,,800,1.8,0.26,258.704729,945.717595,674.6439049,4.746749203,4.713622006,,,1300,1.8,0.26,258.7519449,945.7029752,674.6622565,4.746938277,4.713651519,,,1800,1.8,0.26,258.704729,945.717595,674.6439049,4.746749203,4.713464692,,,2300,1.8,0.26,258.7519449,945.7029752,674.6622565,4.746938277,4.713651519,,,,2800,1.8,0.26,258.7519449,945.7029752,674.6622565,4.746938277,4.713651519
300,1.8,0.27,264.4024005,991.5468494,707.4602277,5.045054024,5.009777142,,,800,1.8,0.27,264.4430254,976.0473296,681.7500201,4.897817138,4.862966236,,,1300,1.8,0.27,264.4935545,976.031833,681.7694594,4.898017249,4.862998324,,,1800,1.8,0.27,264.4430254,976.0473296,681.7500201,4.897817138,4.862798677,,,2300,1.8,0.27,264.4935545,976.031833,681.7694594,4.898017249,4.862998324,,,,2800,1.8,0.27,264.4935545,976.031833,681.7694594,4.898017249,4.862998324
300,1.8,0.28,270.0595438,1022.252551,714.8326024,5.200188672,5.16315029,,,800,1.8,0.28,270.1381741,1006.436316,688.8747316,5.049175889,5.012626078,,,1300,1.8,0.28,270.2046729,1006.41736,688.900687,5.0494224,5.012662423,,,1800,1.8,0.28,270.1381741,1006.436316,688.8747316,5.049175889,5.012424007,,,2300,1.8,0.28,270.2046729,1006.41736,688.900687,5.0494224,5.012662423,,,,2800,1.8,0.28,270.2046729,1006.41736,688.900687,5.0494224,5.012662423
300,1.8,0.29,275.6599925,1053.031262,722.2439817,5.355919175,5.317197891,,,800,1.8,0.29,275.780863,1036.898627,696.0468555,5.201180141,5.162980955,,,1300,1.8,0.29,275.8504456,1036.878809,696.0738119,5.201437495,5.163019321,,,1800,1.8,0.29,275.780863,1036.898627,696.0468555,5.201180141,5.162769233,,,2300,1.8,0.29,275.8504456,1036.878809,696.0738119,5.201437495,5.163019321,,,,2800,1.8,0.29,275.8504456,1036.878809,696.0738119,5.201437495,5.163019321
300,1.9,0.2,239.7572369,815.7673567,673.3431992,4.267895714,4.242408513,,,800,1.9,0.2,239.0442269,802.3913684,646.9600631,4.135424842,4.112389626,,,1300,1.9,0.2,239.4782527,801.9571512,648.39058,4.13793038,4.112521433,,,1800,1.9,0.2,239.0442269,802.3913684,646.9600631,4.135424842,4.110659432,,,2300,1.9,0.2,239.4782527,801.9571512,648.39058,4.13793038,4.112521433,,,,2800,1.9,0.2,239.4782527,801.9571512,648.39058,4.13793038,4.112521433
300,1.9,0.21,246.0523346,847.7731651,680.7473979,4.433093203,4.405649082,,,800,1.9,0.21,245.3857586,834.0523642,654.107618,4.296557106,4.2716086,,,1300,1.9,0.21,245.832019,833.6165288,655.5360894,4.299080505,4.271742767,,,1800,1.9,0.21,245.3857586,834.0523642,654.107618,4.296557106,4.269863683,,,2300,1.9,0.21,245.832019,833.6165288,655.5360894,4.299080505,4.271742767,,,,2800,1.9,0.21,245.832019,833.6165288,655.5360894,4.299080505,4.271742767
300,1.9,0.22,252.2992828,879.8601391,688.1948006,4.598977137,4.569654252,,,800,1.9,0.22,251.7211978,865.7781544,661.2816635,4.458136533,4.431267123,,,1300,1.9,0.22,252.1797405,865.3405237,662.7083156,4.460680381,4.43140384,,,1800,1.9,0.22,251.7211978,865.7781544,661.2816635,4.458136533,4.429505754,,,2300,1.9,0.22,252.1797405,865.3405237,662.7083156,4.460680381,4.43140384,,,,2800,1.9,0.22,252.1797405,865.3405237,662.7083156,4.460680381,4.43140384
300,1.9,0.23,258.5595988,911.9900495,695.6509892,4.765074235,4.733780606,,,800,1.9,0.23,257.9819346,897.5842382,668.4958795,4.620384983,4.591677581,,,1300,1.9,0.23,258.4511911,897.1445605,669.921135,4.622953092,4.591817206,,,1800,1.9,0.23,257.9819346,897.5842382,668.4958795,4.620384983,4.589897036,,,2300,1.9,0.23,258.4511911,897.1445605,669.921135,4.622953092,4.591817206,,,,2800,1.9,0.23,258.4511911,897.1445605,669.921135,4.622953092,4.591817206
300,1.9,0.24,264.800053,944.1717409,703.1303089,4.931526091,4.898264265,,,800,1.9,0.24,264.2667281,929.422616,675.7174471,4.782742186,4.752124057,,,1300,1.9,0.24,264.7483448,928.9807741,677.1413685,4.785336025,4.752266638,,,1800,1.9,0.24,264.2667281,929.422616,675.7174471,4.782742186,4.750323267,,,2300,1.9,0.24,264.7483448,928.9807741,677.1413685,4.785336025,4.752266638,,,,2800,1.9,0.24,264.7483448,928.9807741,677.1413685,4.785336025,4.752266638
300,1.9,0.25,271.0226237,976.3966427,710.6291175,5.098261982,5.063046285,,,800,1.9,0.25,270.978637,960.874952,684.361779,4.947801187,4.912979556,,,1300,1.9,0.25,271.0262054,960.8598398,684.3798831,4.947996135,4.913007557,,,1800,1.9,0.25,270.978637,960.874952,684.361779,4.947801187,4.91282059,,,2300,1.9,0.25,271.0262054,960.8598398,684.3798831,4.947996135,4.913007557,,,,2800,1.9,0.25,271.0262054,960.8598398,684.3798831,4.947996135,4.913007557
300,1.9,0.26,277.1805824,1008.677923,718.1617447,5.265487834,5.228437038,,,800,1.9,0.26,277.2415917,992.7949583,691.6162635,5.110710679,5.073998472,,,1300,1.9,0.26,277.2925689,992.7789263,691.6354549,5.110917148,5.074029048,,,1800,1.9,0.26,277.2415917,992.7949583,691.6162635,5.110710679,5.073829043,,,2300,1.9,0.26,277.2925689,992.7789263,691.6354549,5.110917148,5.074029048,,,,2800,1.9,0.26,277.2925689,992.7789263,691.6354549,5.110917148,5.074029048
300,1.9,0.27,283.3661263,1040.995704,725.7015976,5.432843236,5.393868218,,,800,1.9,0.27,283.4265265,1024.794108,698.9133782,5.274265355,5.235760083,,,1300,1.9,0.27,283.4808589,1024.777127,698.9336928,5.2744838,5.235793305,,,1800,1.9,0.27,283.4265265,1024.794108,698.9133782,5.274265355,5.235579619,,,2300,1.9,0.27,283.4808589,1024.777127,698.9336928,5.2744838,5.235793305,,,,2800,1.9,0.27,283.4808589,1024.777127,698.9336928,5.2744838,5.235793305
300,1.9,0.28,289.519344,1073.370161,733.2653365,5.600531814,5.559622779,,,800,1.9,0.28,289.6292981,1056.832007,706.2175634,5.437916523,5.397516555,,,1300,1.9,0.28,289.6872509,1056.814051,706.2390325,5.438147239,5.397552473,,,1800,1.9,0.28,289.6292981,1056.832007,706.2175634,5.437916523,5.397324789,,,2300,1.9,0.28,289.6872509,1056.814051,706.2390325,5.438147239,5.397552473,,,,2800,1.9,0.28,289.6872509,1056.814051,706.2390325,5.438147239,5.397552473
300,1.9,0.29,295.6546809,1105.802767,740.8545753,5.768622997,5.725778143,,,800,1.9,0.29,295.8714269,1088.910474,713.5696943,5.602203263,5.559700407,,,,,,,,,,,,,1800,1.9,0.29,295.8714269,1088.910474,713.5696943,5.602203263,5.559700407,,,2300,1.9,0.29,295.6546809,1105.802767,740.8545753,5.768622997,5.725778143,,,,2800,1.9,0.29,295.8714269,1088.910474,713.5696943,5.602203263,5.559700407
800,1,0.2,110.5221719,458.0914162,466.2329329,1.810277784,1.804012673,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
